/,PossibleBotnetDir
/bins/,PossibleBotnetDir
/order/,PossibleBotnetDir
/web/,PossibleBotnetDir
/tikz/,PossibleBotnetDir
/keeper/,PossibleBotnetDir
/adb/,PossibleBotnetDir
/plugins/quickicon/counter/,PossibleBotnetDir
/juicemain/,PossibleBotnetDir
/wp-includes/ID3/,PossibleBotnetDir
/wp-includes/ID3/vr/,PossibleBotnetDir
/microsoft/p/,PossibleBotnetDir
/system1/,PossibleBotnetDir
/rar/,PossibleBotnetDir
/forward/,PossibleBotnetDir
/portalnfeletronica/,PossibleBotnetDir
/bluray/,PossibleBotnetDir
/billisolo/,PossibleBotnetDir
/43t3f/,PossibleBotnetDir
/fdgffdsgj/,PossibleBotnetDir
/fuck/,PossibleBotnetDir
/new/,PossibleBotnetDir
/ee304de9001/,PossibleBotnetDir
/dataval/,PossibleBotnetDir
/videopad/,PossibleBotnetDir
/components/,PossibleBotnetDir
/wp-content/plugins/,PossibleBotnetDir
/novostisegodnya/,PossibleBotnetDir
/real/,PossibleBotnetDir
/mqww/,PossibleBotnetDir
/1115/,PossibleBotnetDir
/djfilez/,PossibleBotnetDir
/billifilez/,PossibleBotnetDir
/templ/,PossibleBotnetDir
/damiano/,PossibleBotnetDir
/billiefile/,PossibleBotnetDir
/userclients/,PossibleBotnetDir
/war3/,PossibleBotnetDir
/312eb1f7-d9f0-40e0-9f20-1c8ee176f1cc/,PossibleBotnetDir
/xzqswf/,PossibleBotnetDir
/wp-content/uploads/2019/12/,PossibleBotnetDir
/wp-content/themes/genesis/,PossibleBotnetDir
/templates/beez3/html/mod_login/12261/,PossibleBotnetDir
/wp-admin/12262/,PossibleBotnetDir
/dist/img/new_cart/12262/,PossibleBotnetDir
/theme.sebpo.net/zephyr/misp/,PossibleBotnetDir
/theme.sebpo.net/zephyr/tcw/,PossibleBotnetDir
/theme.sebpo.net/wsong/,PossibleBotnetDir
/aiim/,PossibleBotnetDir
/wp-includes/js/tinymce/plugins/12262/,PossibleBotnetDir
/Public/Admin/skin/default/12262/,PossibleBotnetDir
/wp-includes/sodium_compat/src/Core/12261/,PossibleBotnetDir
